"RC_ID","ROUTE SIGNING","ROUTE","ROAD NUMBER","ROAD NAME","END MILEPOINT","BEGIN DESCRIPTION","END DESCRIPTION","COUNTY","MUNICIPALITY NAME","MUNICIPALITY TYPE","SEASONAL FACTOR GROUP","FUNCTIONAL CLASS"
"011250","",,"7000","WILLIS AVE","","NY CO LINE","E 134TH ST","BRONX","NEW YORK","CITY","30","14"
"072204","",,"7020","SEVEN POND TOWD","","WATERMILL TOWD","7 PONDS RD","SUFFOLK","SOUTHAMPTON","TOWN","30","19"
"014300","",,"7030","WISSMAN AVE","","IN295 SR W","LONGSTREET AVE","BRONX","NEW YORK","CITY","30","17"
"064096","",,"7033","ROMA AVE","","EBBITTS AVE","GARIBALDI AVE","RICHMOND","NEW YORK","CITY","30","17"
"014301","",,"7040","WOOD MANSTN PL","","BOGART AVE","PAULDING AVE","BRONX","NEW YORK","CITY","30","17"
"024317","",,"7055","SHPSHD BAY RD","","EMMONS AVE","AVENUE Z","KINGS","NEW YORK","CITY","30","16"
"024318","",,"7055","SHPSHD BAY RD","","AVENUE Z","E 12TH ST","KINGS","NEW YORK","CITY","30","17"
"012055","",,"7055","WOODYCREST AV","","JEROME AVE","SHAKESPEARE AV","BRONX","NEW YORK","CITY","30","16"
"066008","",,"7061","ROSE AVE","","RICHMOND RD","SOUTH RAILROAD","RICHMOND","NEW YORK","CITY","30","17"
"022157","",,"7075","SHELL RD","","NEPTUNE AVE","AVENUE X","KINGS","NEW YORK","CITY","30","16"
"072075","",,"7080","SHINNECOCK RD","","SPRINGVILLE RD","LYNN AVE","SUFFOLK","SOUTHAMPTON","TOWN","30","16"
"072215","",,"7085","SHINNECOCKHILRD","","GREENFIELD RD","ARBUTUS RD","SUFFOLK","SOUTHAMPTON","TOWN","30","19"
"062035","",,"7089","ROSSVILLE AVE","","WOODROW RD","ARTHUR KILL RD","RICHMOND","NEW YORK","CITY","30","16"
"014302","",,"7090","ZEREGA AVE","","LAFAYETTE AVE","BRUCKNER EXPY","BRONX","NEW YORK","CITY","30","17"
"012031","",,"7090","ZEREGA AVE","","BRUCKNER EXPY","CASTLE HILL AV","BRONX","NEW YORK","CITY","30","16"
"022123","",,"7100","SHORE BLVD","","EMMONS BLVD","OXFORD ST","KINGS","NEW YORK","CITY","30","16"
"024321","",,"7107","SHORE PKY S RD","","BAY 50TH ST","STILLWELL AVE","KINGS","NEW YORK","CITY","30","17"
"024320","",,"7107","SHORE PKY S RD","","BAY 49TH ST","BAY 50TH ST","KINGS","NEW YORK","CITY","30","17"
"024319","",,"7107","SHORE PKY S RD","","21ST AVE","26TH AVE","KINGS","NEW YORK","CITY","30","17"
"024322","",,"7107","SHORE PKY S RD","","BRASS ST","HARKNESS AVE","KINGS","NEW YORK","CITY","30","17"
"024323","",,"7108","SHORE PKY S RD","","BAY PKWY","26TH AVE","KINGS","NEW YORK","CITY","30","17"
"024324","",,"7108","SHORE PKY S RD","","NOSTRAND AVE","COYLE ST","KINGS","NEW YORK","CITY","30","17"
"022021","",,"7115","SHORE RD","","4TH AVE","RIDGE BLVD","KINGS","NEW YORK","CITY","30","16"
"024325","",,"7120","SHORE RD DR","","RIDGE BLVD","4TH AVE","KINGS","NEW YORK","CITY","30","16"
"061191","",,"7149","S BRIDGE ST","","ARTHUR KILL RD","PAGE AVE","RICHMOND","NEW YORK","CITY","30","14"
"062013","",,"7153","S GANNON AVE","","VICTORY BLVD","MANOR RD","RICHMOND","NEW YORK","CITY","30","16"
"022070","",,"7155","SMITH ST","","HAMILTON ST","FULTON ST","KINGS","NEW YORK","CITY","30","16"
"024326","",,"7155","SMITH ST","","BAY ST","HAMILTON ST","KINGS","NEW YORK","CITY","30","17"
"056399","",,"7161","PARK LA S","","MYRTLE AVE","INTERBURGH PKY","QUEENS","NEW YORK","CITY","30","17"
"054414","",,"7165","PARSONS BLVD","","ARCHER AVE","HILLSIDE AVE","QUEENS","NEW YORK","CITY","30","16"
"056145","",,"7165","PARSONS BLVD","","HOLLY AVE","NORTHERN BLVD","QUEENS","NEW YORK","CITY","30","16"
"051273","",,"7165","PARSONS BLVD","","GRD CNTL P SRE","KISSENA BLVD","QUEENS","NEW YORK","CITY","30","14"
"052006","",,"7165","PARSONS BLVD","","NORTHERN BLVD","144TH PL","QUEENS","NEW YORK","CITY","30","16"
"054415","",,"7165","PARSONS BLVD","","KISSENA BLVD","I495","QUEENS","NEW YORK","CITY","30","17"
"051272","",,"7165","PARSONS BLVD","","HILLSIDE AVE","GRD CNTL P SRE","QUEENS","NEW YORK","CITY","30","14"
"054416","",,"7165","PARSONS BLVD","","I495","ROSE AVE","QUEENS","NEW YORK","CITY","30","17"
"022042","",,"7165","SNYDER AVE","","FLATBUSH AVE","RALPH AVE","KINGS","NEW YORK","CITY","30","16"
"062204","",,"7173","S RAILROAD AVE","","NEW DORP LA","ZOE ST","RICHMOND","NEW YORK","CITY","30","19"
"062203","",,"7173","S RAILROAD AVE","","CURRIE AVE","ROSE AVE","RICHMOND","NEW YORK","CITY","30","19"
"064097","",,"7173","S RAILROAD AVE","","ROSE AVE","NEW DORP LA","RICHMOND","NEW YORK","CITY","30","17"
"064098","",,"7175","S SERVICE RD","","PLEASNT PLNS A","BLOOMINGDLE RD","RICHMOND","NEW YORK","CITY","30","16"
"077118","",,"7180","SNAKE HOLLOW RD","","MONTAUK HWY","MITCHELLS RD","SUFFOLK","SOUTHAMPTON","TOWN","40","19"
"054417","",,"7181","PEARTREE AVE","","72ND RD","67TH RD","QUEENS","NEW YORK","CITY","30","16"
"054418","",,"7185","PECK AVE","","I 495","199TH ST","QUEENS","NEW YORK","CITY","30","17"
"077085","",,"7195","SOUTH BAY AVE","","MONTAUK HWY","DEAD END","SUFFOLK","SOUTHAMPTON","TOWN","30","19"
"064099","",,"7197","SAND LA","","F CAPODANNO BL","HYLAN BLVD","RICHMOND","NEW YORK","CITY","30","16"
"536147","",,"7200","STONEWOOD DR","","YOUNGS RD","WELLINGWOOD RD","ERIE","AMHERST","TOWN","30","19"
"054419","",,"7205","PEMBROKE AVE","","LITTLENECK PKY","QUEENS CTY LIN","QUEENS","NEW YORK","CITY","30","16"
"054420","",,"7209","PENELOPE AVE","","79TH ST","63RD DR","QUEENS","NEW YORK","CITY","30","17"
"071589","",,"7210","S COUNTRY RD","","ONECK LA","TANNERS NECK","SUFFOLK","SOUTHAMPTON","TOWN","30","16"
"071590","",,"7220","S COUNTRY RD","","QUOGUE VIL","MONTAUK HWY","SUFFOLK","SOUTHAMPTON","TOWN","30","17"
"026076","",,"7225","ST JOHNS PL","","WASHINGTON AVE","BEDFORD AVE","KINGS","NEW YORK","CITY","30","17"
"022028","",,"7225","ST JOHNS PL","","BEDFORD AVE","EASTERN PKY EX","KINGS","NEW YORK","CITY","30","17"
"064100","",,"7229","SATTERLEE ST","","HYLAN BLVD","AMBOY RD","RICHMOND","NEW YORK","CITY","30","16"
"024327","",,"7235","ST MARKS AVE","","ROCHESTER AVE","BUFFALO AVE","KINGS","NEW YORK","CITY","30","17"
"022207","",,"7235","ST MARKS AVE","","FLATBUSH AVE","ALBANY AVE","KINGS","NEW YORK","CITY","30","19"
"077106","",,"7240","S MAGEE","","CR 39","SOUTHAMPTON VI","SUFFOLK","SOUTHAMPTON","TOWN","60","19"
"054421","",,"7241","PIGEN MEADW RD","","46TH AVE","164TH ST","QUEENS","NEW YORK","CITY","30","16"
"024328","",,"7255","ST PAULS PL","","CATON AVE","PARKSIDE AVE","KINGS","NEW YORK","CITY","30","17"
"064101","",,"7257","SCHMIDTS LA","","MANOR RD","SLOSSAN AVE","RICHMOND","NEW YORK","CITY","30","17"
"052061","",,"7265","PITKIN AVE","","KINGS CO LINE","96TH ST","QUEENS","NEW YORK","CITY","30","16"
"061192","",,"7265","SCHOOL RD","","LILY POND AVE","BAY ST","RICHMOND","NEW YORK","CITY","30","14"
"054422","",,"7269","PLAINVIEW AVE","","FERNSIDE PL","BEACH 19TH ST","QUEENS","NEW YORK","CITY","30","17"
"022037","",,"7270","STANLEY AVE","","VAN SINDERN AV","ELDERT LA","KINGS","NEW YORK","CITY","30","16"
"064102","",,"7277","SCHUYLER ST","","RICHMOND TERR","ST GEO STU RD","RICHMOND","NEW YORK","CITY","30","17"
"074481","",,"7290","SPEONK-RIVERHEA","","NY 27","MORICHES RD","SUFFOLK","SOUTHAMPTON","TOWN","30","16"
"074482","",,"7290","SPEONK-RIVERHEA","","EVERGREEN AVE","NY 27","SUFFOLK","SOUTHAMPTON","TOWN","30","16"
"071591","",,"7290","SPEONK-RIVERHEA","","OLD COUNTRY RD","EVERGREEN AVE","SUFFOLK","SOUTHAMPTON","TOWN","30","16"
"054423","",,"7297","POLHEMUS AVE","","FERN PL","106TH AVE","QUEENS","NEW YORK","CITY","30","17"
"112040","",,"7300","SAND CREEK RD","","WOLF RD","SR 155/CR 157","ALBANY","COLONIE","TOWN","30","16"
"111214","",,"7300","SAND CREEK RD","","CR 155","CR 154 (SB)","ALBANY","COLONIE","TOWN","30","16"
"111215","",,"7300","SAND CREEK RD","","CR 154 (SB)","WOLF RD","ALBANY","COLONIE","TOWN","30","16"
"026005","",,"7320","STILLWELL AVE","","NEPTUNE AVE","86TH ST","KINGS","NEW YORK","CITY","30","17"
"022164","",,"7320","STILLWELL AVE","","SURF AVE","NEPTUNE AVE","KINGS","NEW YORK","CITY","30","17"
"022030","",,"7320","STILLWELL AVE","","86TH ST","BAY PKWY","KINGS","NEW YORK","CITY","30","17"
"054424","",,"7321","POPPENHUSEN AV","","119TH ST","COLLEGE PT BLV","QUEENS","NEW YORK","CITY","30","17"
"062019","",,"7321","SEAVIEW AVE","","RICHMOND RD","F CAPODANNO BL","RICHMOND","NEW YORK","CITY","30","16"
"062040","",,"7323","SEAVW HSP RG RD","","BRIELLE AVE","RING","RICHMOND","NEW YORK","CITY","30","17"
"054425","",,"7329","POWELLS CVE BLV","","152ND ST","TOTTEN ST","QUEENS","NEW YORK","CITY","30","17"
"066009","",,"7329","SEGUINE AVE","","JOHNSTON TERR","AMBOY RD","RICHMOND","NEW YORK","CITY","30","16"
"077101","",,"7340","SPRINGVILLE RD","","SHINNECOCK RD","MONTAUK HWY","SUFFOLK","SOUTHAMPTON","TOWN","30","19"
"054426","",,"7341","PRINCE ST","","40TH RD","36TH AVE","QUEENS","NEW YORK","CITY","30","17"
"064103","",,"7341","SENECA AVE","","LITTLE CLOVE R","VICTORY BLVD","RICHMOND","NEW YORK","CITY","30","16"
"054427","",,"7373","PUTNAM AVE","","KINGS CO LINE","FOREST AVE","QUEENS","NEW YORK","CITY","30","17"
"071592","",,"7380","SQUIRETOWN RD","","MONTAUK HWY","NEWTOWN RD","SUFFOLK","SOUTHAMPTON","TOWN","30","17"
"062039","",,"7385","SHARROTT AVE","","HYLAN BLVD","AMBOY RD","RICHMOND","NEW YORK","CITY","30","17"
"022091","",,"7385","STUYVESANT AVE","","FULTON ST","BROADWAY","KINGS","NEW YORK","CITY","30","16"
"066010","",,"7389","SHARROTTS RD","","VET RD W","BLOOMINGDLE RD","RICHMOND","NEW YORK","CITY","30","17"
"534973","",,"7400","SYLVAN PKWY","","J AUDUBON PKWY","NY 263 MILLERSPORT H","ERIE","AMHERST","TOWN","30","17"
"022066","",,"7405","SUMNER AVE","","FULTON ST","BROADWAY","KINGS","NEW YORK","CITY","30","16"
"024329","",,"7410","SUMNER PL","","BROADWAY","FLUSHING AVE","KINGS","NEW YORK","CITY","30","16"
"112052","",,"7420","SCHUYLER RD","","SR 378","SPRING ST","ALBANY","COLONIE","TOWN","30","17"
"021347","",,"7425","SURF AVE","","WEST 37TH ST","WEST 17TH ST","KINGS","NEW YORK","CITY","60","14"
"021378","",,"7425","SURF AVE","","WEST 17TH ST","STILLWELL AVE","KINGS","NEW YORK","CITY","60","14"
"021380","",,"7425","SURF AVE","","WEST 8TH ST","OCEAN PKWY","KINGS","NEW YORK","CITY","60","14"
"021379","",,"7425","SURF AVE","","STILLWELL AVE","WEST 8TH ST","KINGS","NEW YORK","CITY","60","14"
"022007","",,"7430","SUTTER AVE","","ALABAMA AVE","75TH ST","KINGS","NEW YORK","CITY","30","17"
"026142","",,"7430","SUTTER AVE","","MOTHER GASTON BLVD","ALABAMA AVE","KINGS","NEW YORK","CITY","30","17"
"026310","",,"7430","SUTTER AVE","","E 98TH ST","MOTHER GASTON BLVD","KINGS","NEW YORK","CITY","30","17"
"024330","",,"7465","TAYLOR ST","","BEDFORD AVE","LEE AVE","KINGS","NEW YORK","CITY","30","17"
"052109","",,"7477","REVIEW AVE","","BORDEN AVE","LAUREL HILL BL","QUEENS","NEW YORK","CITY","30","16"
"054428","",,"7481","REX RD","","WREN PL","FERN PL","QUEENS","NEW YORK","CITY","30","17"
"024331","",,"7490","TERRACE PL","","MCDONALD AVE","PROSPECT EXP","KINGS","NEW YORK","CITY","30","16"
"024332","",,"7495","THAMES ST","","PORTER AVE","FLUSHING AVE","KINGS","NEW YORK","CITY","30","17"
"064104","",,"7501","SIMONSON PL","","ANDERSON AVE","CASTLETON AVE","RICHMOND","NEW YORK","CITY","30","17"
"058052","",,"7507","RIKER'S IS BR","","19TH AVE","ISLAND KING RD","QUEENS","NEW YORK","CITY","30","17"
"022048","",,"7515","THROOP AVE","","FULTON ST","BROADWAY","KINGS","NEW YORK","CITY","30","16"
"071593","",,"7520","STONY HILL RD","","NOYACK RD","BRICKILN RD","SUFFOLK","SOUTHAMPTON","TOWN","30","17"
"022146","",,"7525","TILDEN AVE","","FLATBUSH AVE","BROOKLYN AVE","KINGS","NEW YORK","CITY","30","16"
"021348","",,"7530","TILLARY ST","","CADMAN PLZ W","ADAMS ST","KINGS","NEW YORK","CITY","30","14"
"021349","",,"7530","TILLARY ST","","ADAMS ST","I 278","KINGS","NEW YORK","CITY","30","14"
"022071","",,"7535","TOMPKINS AVE","","FULTON ST","FLUSHING AVE","KINGS","NEW YORK","CITY","30","16"
"062045","",,"7541","SLOSSEN AVE","","I 278","MARTLING AVE","RICHMOND","NEW YORK","CITY","30","16"
"061193","",,"7541","SLOSSON AVE","","TODT HILL RD","I 278","RICHMOND","NEW YORK","CITY","30","14"
"022101","",,"7550","TROY AVE","","EMPIRE BLVD","FULTON ST","KINGS","NEW YORK","CITY","30","16"
"024333","",,"7550","TROY AVE","","WINTHROP ST","EMPIRE BLVD","KINGS","NEW YORK","CITY","30","17"
"024334","",,"7570","UNDERHILL AVE","","EASTERN PKWY","ATLANTIC AVE","KINGS","NEW YORK","CITY","30","17"
"024335","",,"7575","UNION AVE","","I 278","DRIGGS AVE","KINGS","NEW YORK","CITY","30","17"
"022105","",,"7575","UNION AVE","","MARCY AVE","I 278","KINGS","NEW YORK","CITY","30","16"
"026041","",,"7580","UNION ST","","COLUMBIA ST","HENRY ST","KINGS","NEW YORK","CITY","30","16"
"028028","",,"7580","UNION ST","","HENRY ST","3RD AVE","KINGS","NEW YORK","CITY","30","16"
"021350","",,"7580","UNION ST","","VAN BRUNT ST","COLUMBIA ST","KINGS","NEW YORK","CITY","30","14"
"022134","",,"7580","UNION ST","","3RD AVE","PLAZA ST W","KINGS","NEW YORK","CITY","30","16"
"061194","",,"7589","SOUTH AVE","","FOREST AVE","RICHMOND TERR","RICHMOND","NEW YORK","CITY","30","14"
"066024","",,"7589","SOUTH AVE","","CHELSEA RD","TRAVIS AVE","RICHMOND","NEW YORK","CITY","30","16"
"062007","",,"7589","SOUTH AVE","","TRAVIS AVE","FOREST AVE","RICHMOND","NEW YORK","CITY","30","16"
"021352","",,"7595","UTICA AVE","","FLATLANDS AVE","KINGS HIGHWAY","KINGS","NEW YORK","CITY","30","14"
"021351","",,"7595","UTICA AVE","","FLATBUSH AVE","FLATLANDS AVE","KINGS","NEW YORK","CITY","30","14"
"021353","",,"7595","UTICA AVE","","KINGS HIGHWAY","LINDEN BLVD","KINGS","NEW YORK","CITY","30","14"
"021355","",,"7595","UTICA AVE","","EASTERN PKY","ATLANTIC AVE","KINGS","NEW YORK","CITY","30","14"
"021354","",,"7595","UTICA VE","","LINDEN BLVD","EASTERN PKY","KINGS","NEW YORK","CITY","30","14"
"021356","",,"7600","VAN BRUNT ST","","PIONEER ST","DEGRAW STREET","KINGS","NEW YORK","CITY","30","14"
"024336","",,"7600","VAN BRUNT ST","","BEARD ST","PIONEER ST","KINGS","NEW YORK","CITY","30","17"
"072144","",,"7610","SUMMIT BLVD","","OLD COUNTRY RD","MONTAUK HWY","SUFFOLK","SOUTHAMPTON","TOWN","30","16"
"024337","",,"7610","VAN DYKE ST","","CONOVER ST","RICHARDS ST","KINGS","NEW YORK","CITY","30","17"
"024338","",,"7625","VAN SINDEREN AV","","STANLEY AVE","LINDEN BLVD","KINGS","NEW YORK","CITY","30","16"
"024339","",,"7625","VAN SINDEREN AV","","HERKIMER ST","BROADWAY","KINGS","NEW YORK","CITY","30","17"
"024340","",,"7630","VANDALIA AVE","","LOUISIANA AVE","PENNSYLVNIA AV","KINGS","NEW YORK","CITY","30","17"
"024341","",,"7635","VANDAM ST","","MEEKER AVE","BRIDGEWATER ST","KINGS","NEW YORK","CITY","30","17"
"024343","",,"7645","VANDERBILT AVE","","I 278","FLUSHING AVE","KINGS","NEW YORK","CITY","30","16"
"024342","",,"7645","VANDERBILT AVE","","MYRTLE AVE","I 278","KINGS","NEW YORK","CITY","30","16"
"021358","",,"7645","VANDERBILT AVE","","LAFAYETTE AVE","MYRTLE AVE","KINGS","NEW YORK","CITY","30","14"
"021357","",,"7645","VANDERBILT AVE","","PLAZA ST E","LAFAYETTE AVE","KINGS","NEW YORK","CITY","30","14"
"022158","",,"7660","VANDERVOORT AV","","GRAND ST","I 278","KINGS","NEW YORK","CITY","30","17"
"064105","",,"7667","ST GEO STU RD","","BOROUGH PL","SCHUYLER ST","RICHMOND","NEW YORK","CITY","30","17"
"024344","",,"7680","VARICK ST","","I 278","BRIDGEWATER ST","KINGS","NEW YORK","CITY","30","16"
"051274","",,"7681","RMP","","GRD CENTRL PKY","I 678","QUEENS","NEW YORK","CITY","30","14"
"116774","",,"7690","SPARROWBUSH RD","","WADE RD EXT","SR 9","ALBANY","COLONIE","TOWN","30","17"
"111347","",,"7690","SPARROWBUSH RD","","FORTS FERRY RD","WADE RD EXT","ALBANY","COLONIE","TOWN","30","17"
"062037","",,"7693","ST MARKS PL","","VICTORY BLVD","WESTERVELT AVE","RICHMOND","NEW YORK","CITY","30","16"
"061195","",,"7705","ST PAULS AVE","","VAN DUZER ST","VICTORY BLVD","RICHMOND","NEW YORK","CITY","30","14"
"024345","",,"7725","VETERANS AVE","","E 64TH ST","AVENUE U","KINGS","NEW YORK","CITY","30","17"
"111004","",,"7740","SPRING ST RD","","SR 9","LINCOLN AVE","ALBANY","COLONIE","TOWN","30","17"
"024346","",,"7770","VOORHIES AVE","","E 14TH ST","SHEEPSHEAD BAY","KINGS","NEW YORK","CITY","30","17"
"024347","",,"7770","VOORHIES AVE","","NOSTRAND AVE","KNAPP ST","KINGS","NEW YORK","CITY","30","17"
"112013","",,"7775","ST AGNES HWY","","BOGHT RD","COLUMBIA ST","ALBANY","COLONIE","TOWN","30","17"
"061197","",,"7777","STEUBEN ST","","BRADY PL","MANORVILLE CT","RICHMOND","NEW YORK","CITY","30","14"
"061196","",,"7777","STEUBEN ST","","HYLAN BLVD","BRADY PL","RICHMOND","NEW YORK","CITY","30","14"
"064106","",,"7785","STEWART AVE","","S GANNON AVE","WATCHOGUE RD","RICHMOND","NEW YORK","CITY","30","16"
"064107","",,"7809","STRATFORD AVE","","ARLO RD","HOWARD AVE","RICHMOND","NEW YORK","CITY","30","17"
"024348","",,"7810","W 17TH ST","","SURF AVE","NEPTUNE AVE","KINGS","NEW YORK","CITY","30","16"
"064108","",,"7825","STUYVESANT AVE","","HYATT ST","RICHMOND TERR","RICHMOND","NEW YORK","CITY","30","17"
"024349","",,"7830","W 21ST ST","","SURF AVE","MERMAID AVE","KINGS","NEW YORK","CITY","30","17"
"076070","",,"7860","TOWD POINT RD","","NOYACK RD","DEAD END","SUFFOLK","SOUTHAMPTON","TOWN","60","19"
"024350","",,"7880","W 30TH ST","","MERMAID AVE","NEPTUNE AVE","KINGS","NEW YORK","CITY","30","17"
"024351","",,"7895","W 33RD ST","","NEPTUNE AVE","BAY VIEW AVE","KINGS","NEW YORK","CITY","30","16"
"024352","",,"7905","W 36TH ST","","NEPTUNE AVE","BAY VIEW AVE","KINGS","NEW YORK","CITY","30","16"
"024353","",,"7910","W 37TH ST","","NEPTUNE AVE","CANAL AVE","KINGS","NEW YORK","CITY","30","16"
"021359","",,"7910","W 37TH ST","","SURF AVE","NEPTUNE AVE","KINGS","NEW YORK","CITY","30","14"
"024354","",,"7925","W 5TH ST","","SURF AVE","NEPTUNE AVE","KINGS","NEW YORK","CITY","30","17"
"021196","",,"7925","W 5TH ST","","NEPTUNE AVE","WEST AVE","KINGS","NEW YORK","CITY","30","17"
"534500","",,"7930","W KLEIN RD","","N FOREST RD","CR 87 HOPKINS RD","ERIE","AMHERST","TOWN","30","17"
"024355","",,"7940","W 8TH ST","","SURF AVE","NEPTUNE AVE","KINGS","NEW YORK","CITY","30","16"
"024356","",,"7940","W 8TH ST","","NEPTUNE AVE","86TH ST","KINGS","NEW YORK","CITY","30","17"
"061199","",,"7941","TARGEE ST","","CLOVE RD","VAN DUZER ST","RICHMOND","NEW YORK","CITY","30","14"
"061198","",,"7941","TARGEE ST","","RICHMOND RD","CLOVE RD","RICHMOND","NEW YORK","CITY","30","14"
"024357","",,"7950","W 9TH ST","","COLUMBIA ST","SMITH ST","KINGS","NEW YORK","CITY","30","16"
"024358","",,"7955","W BRIGHTN AV E","","W 5TH ST","OCEAN PKY","KINGS","NEW YORK","CITY","30","16"
"112037","",,"7970","SWATLING RD","","SR 2","HASWELL RD","ALBANY","COLONIE","TOWN","30","17"
"022125","",,"7970","WALLABOUT ST","","I 278","BROADWAY","KINGS","NEW YORK","CITY","30","17"
"077105","",,"8010","TUCKAHOE LA","","NY27","SOUTHAMPTON VI","SUFFOLK","SOUTHAMPTON","TOWN","60","16"
"071594","",,"8010","TUCKAHOE LA","","SEBONAC RD","NY27","SUFFOLK","SOUTHAMPTON","TOWN","30","16"
"024372","",,"8010","WASHINGTON AVE","","ATLANTIC AVE","PARK AVE","KINGS","NEW YORK","CITY","30","16"
"024371","",,"8010","WASHINGTON AVE","","MONTGOMERY ST","EASTERN PKWY","KINGS","NEW YORK","CITY","30","16"
"022026","",,"8010","WASHINGTON AVE","","EASTERN PKWY","ATLANTIC AVE","KINGS","NEW YORK","CITY","30","16"
"026082","",,"8010","WASHINGTON AVE","","FLATBUSH AVE","MONTGOMERY ST","KINGS","NEW YORK","CITY","30","16"
"077104","",,"8020","TUCKAHOE RD","","MONTAUK HWY","NY27","SUFFOLK","SOUTHAMPTON","TOWN","60","17"
"024359","",,"8020","WASHINGTON PK","","DEKALB ST","MYRTLE AVE","KINGS","NEW YORK","CITY","30","17"
"534996","",,"8030","WILLOWRIDGE DR","","US 62","CHESTNUT RIDGE RD","ERIE","AMHERST","TOWN","30","19"
"064109","",,"8037","THOMPSON ST","","BAY ST","FRONT ST","RICHMOND","NEW YORK","CITY","30","17"
"064110","",,"8065","TIOGA ST","","SENECA ST","CLOVE RD","RICHMOND","NEW YORK","CITY","30","16"
"061200","",,"8077","TODT HILL RD","","CROMWELL CIR","OCEAN TERR","RICHMOND","NEW YORK","CITY","30","14"
"061201","",,"8077","TODT HILL RD","","OCEAN TERR","SLOSSON AVE","RICHMOND","NEW YORK","CITY","30","14"
"061006","",,"8077","TODT HILL RD","","RICHMOND RD","CROMWELL CIR","RICHMOND","NEW YORK","CITY","30","14"
"066308","",,"8085","TOMPKINS AVE","","HOPE AVE","BROAD ST","RICHMOND","NEW YORK","CITY","30","16"
"066033","",,"8085","TOMPKINS AVE","","SCHOOL RD","HOPE AVE","RICHMOND","NEW YORK","CITY","30","16"
"024360","",,"8085","WEST END AVE","","ORIENTAL BLVD","SHORE BLVD","KINGS","NEW YORK","CITY","30","16"
"024361","",,"8090","WEST ST","","GREEN POINT AV","KENT ST","KINGS","NEW YORK","CITY","30","16"
"071595","",,"8105","UPPER SEVEN PON","","SEVEN PONDS RD","OLD MILL LA","SUFFOLK","SOUTHAMPTON","TOWN","30","16"
"064111","",,"8117","TRANTOR PL","","WALKER ST","WILLWBRK EXP R","RICHMOND","NEW YORK","CITY","30","17"
"066313","",,"8121","TRAVIS AVE","","RICHMOND AVE","SOUTH AVE","RICHMOND","NEW YORK","CITY","30","16"
"528391","",,"8139","WARREN RD (OLD)","","RIVERSIDE RD","LINCOLN ST","CHAUTAUQUA","CARROLL","TOWN","30","07"
"522021","",,"8139","WARREN RD (OLD)","","STATE LINE","RIVERSIDE RD","CHAUTAUQUA","CARROLL","TOWN","30","07"
"526112","",,"8139","WATER ST","","LINCOLN ST","US 62","CHAUTAUQUA","CARROLL","TOWN","30","07"
"024362","",,"8150","WILLIAMS AVE","","FLATLANDS AVE","STANLEY AVE","KINGS","NEW YORK","CITY","30","17"
"021360","",,"8155","WILLIAMSBRG BR","","NY CO LINE","I 278","KINGS","NEW YORK","CITY","30","12"
"077122","",,"8171","WAINSCOTT HARB2","","NARROW LA","MERCHANTS PATH","SUFFOLK","SOUTHAMPTON","TOWN","40","19"
"022159","",,"8175","WILLOUGHBY AVE","","VANDERBILT AVE","BEDFORD AVE","KINGS","NEW YORK","CITY","30","17"
"024364","",,"8180","WILLOUGHBY ST","","FLATBUSH AVE EXT","ASHLAND PL","KINGS","NEW YORK","CITY","30","17"
"024363","",,"8180","WILLOUGHBY ST","","ADAMS ST","FLATBUSH AVE EXT","KINGS","NEW YORK","CITY","30","17"
"022058","",,"8195","WILSON AVE","","COOPER ST","FLUSHING AVE","KINGS","NEW YORK","CITY","30","16"
"071716","",,"8200","WAKEMAN RD","","SHINNECOCK RD","MAPLE AVE","SUFFOLK","SOUTHAMPTON","TOWN","30","17"
"064112","",,"8205","TYSENS LA","","HYLAN BLVD","MILL RD","RICHMOND","NEW YORK","CITY","30","17"
"022103","",,"8210","WINTHROP ST","","NEW YORK AVE","REMSEN AVE","KINGS","NEW YORK","CITY","30","17"
"024365","",,"8220","WOLCOTT ST","","RICHARDS ST","OTSEGO ST","KINGS","NEW YORK","CITY","30","16"
"024366","",,"8240","WOODPOINT RD","","BUSHWICK AVE","KINGSLAND AVE","KINGS","NEW YORK","CITY","30","16"
"024367","",,"8245","WOODRUFF AVE","","ST PAUL PL","FLATBUSH AVE","KINGS","NEW YORK","CITY","30","17"
"022098","",,"8255","WORTMAN AVE","","PENNSYLVNIA AV","LOGAN AVE","KINGS","NEW YORK","CITY","30","17"
"022127","",,"8260","WYCKOFF AVE","","FLUSHING AVE","MYRTLE AVE","KINGS","NEW YORK","CITY","30","16"
"071596","",,"8270","WATER MILL-TOWD","","HEAD OF POND R","NOYACK RD","SUFFOLK","SOUTHAMPTON","TOWN","30","16"
"024368","",,"8275","WYTHE AVE","","WALLABOUT ST","I 278","KINGS","NEW YORK","CITY","30","16"
"024369","",,"8275","WYTHE AVE","","S 8TH ST","BROADWAY","KINGS","NEW YORK","CITY","30","17"
"534920","",,"8280","YOUNGS RD","","MAPLE RD CR192","KLEIN RD","ERIE","AMHERST","TOWN","30","17"
"534919","",,"8280","YOUNGS RD","","SR324","MAPLE RD CR192","ERIE","AMHERST","TOWN","30","17"
"534918","",,"8280","YOUNGS RD","","MAIN ST","SR324","ERIE","AMHERST","TOWN","30","16"
"536145","",,"8280","YOUNGS RD","","KLEIN RD","CASEY RD","ERIE","AMHERST","TOWN","30","17"
"061202","",,"8285","VAN DUZER ST","","RICHMOND RD","ST PAULS AVE","RICHMOND","NEW YORK","CITY","30","14"
